Nº/Série;Data de Emissão;CNPJ Emitente;Emitente;CNPJ Destinatário;Destinatário;Categoria;Subcategoria;Produto;Unid. Medida;Quantidade;Valor Unitário;Valor Total
101/001;21/12/2022;44.990.373/0001-22;GT COMERCIO;12.258.093/0001-38;FUNDO MUNICIPAL DE ASSISTENCIA SOCIAL;PRODUTOS DIVERSOS DAS INDÚSTRIAS QUÍMICAS;38089429 - OUTS.DESINFETANTES,Ñ APRES.VENDA RETALHO;ALCOOL EM GEL 500 ML;CX;5.00;55.68;278.40
92/001;02/12/2022;44.990.373/0001-22;GT COMERCIO;12.258.093/0001-38;FUNDO MUNICIPAL DE ASSISTENCIA SOCIAL;PRODUTOS DIVERSOS DAS INDÚSTRIAS QUÍMICAS;38089429 - OUTS.DESINFETANTES,Ñ APRES.VENDA RETALHO;ALCOOL EM GEL 500 ML;CX;5.00;55.68;278.40
90/001;02/12/2022;44.990.373/0001-22;GT COMERCIO;11.251.832/0001-05;MUNICIPIO DE SAO LOURENCO DA MATA;PRODUTOS DIVERSOS DAS INDÚSTRIAS QUÍMICAS;38089429 - OUTS.DESINFETANTES,Ñ APRES.VENDA RETALHO;ALCOOL EM GEL 500 ML;CX;12.00;55.68;668.16
89/001;02/12/2022;44.990.373/0001-22;GT COMERCIO;12.257.765/0001-90;FUNDO MUNICIPAL DE SAUDE;PRODUTOS DIVERSOS DAS INDÚSTRIAS QUÍMICAS;38089429 - OUTS.DESINFETANTES,Ñ APRES.VENDA RETALHO;ALCOOL EM GEL 500 ML;CX;36.00;55.68;2,004.48
88/001;02/12/2022;44.990.373/0001-22;GT COMERCIO;12.257.765/0001-90;FUNDO MUNICIPAL DE SAUDE;PRODUTOS DIVERSOS DAS INDÚSTRIAS QUÍMICAS;38089429 - OUTS.DESINFETANTES,Ñ APRES.VENDA RETALHO;ALCOOL EM GEL 500 ML;CX;18.00;55.68;1,002.24
87/001;02/12/2022;44.990.373/0001-22;GT COMERCIO;12.257.765/0001-90;FUNDO MUNICIPAL DE SAUDE;PRODUTOS DIVERSOS DAS INDÚSTRIAS QUÍMICAS;38089429 - OUTS.DESINFETANTES,Ñ APRES.VENDA RETALHO;ALCOOL EM GEL 500 ML;CX;38.00;55.68;2,115.84
86/001;01/12/2022;44.990.373/0001-22;GT COMERCIO;30.586.637/0001-72;SECRETARIA MUNICIPAL DE EDUCACAO;PRODUTOS DIVERSOS DAS INDÚSTRIAS QUÍMICAS;38089429 - OUTS.DESINFETANTES,Ñ APRES.VENDA RETALHO;ALCOOL EM GEL 500 ML;CX;30.00;55.68;1,670.40
84/001;16/11/2022;44.990.373/0001-22;GT COMERCIO;12.257.765/0001-90;FUNDO MUNICIPAL DE SAUDE;PRODUTOS DIVERSOS DAS INDÚSTRIAS QUÍMICAS;38089429 - OUTS.DESINFETANTES,Ñ APRES.VENDA RETALHO;ALCOOL EM GEL 500 ML;CX;20.00;55.68;1,113.60
70/001;04/10/2022;44.990.373/0001-22;GT COMERCIO;12.257.765/0001-90;FUNDO MUNICIPAL DE SAUDE;PRODUTOS DIVERSOS DAS INDÚSTRIAS QUÍMICAS;38089429 - OUTS.DESINFETANTES,Ñ APRES.VENDA RETALHO;ALCOOL EM GEL 500 ML;CX;20.00;55.68;1,113.60
69/001;04/10/2022;44.990.373/0001-22;GT COMERCIO;12.257.765/0001-90;FUNDO MUNICIPAL DE SAUDE;PRODUTOS DIVERSOS DAS INDÚSTRIAS QUÍMICAS;38089429 - OUTS.DESINFETANTES,Ñ APRES.VENDA RETALHO;ALCOOL EM GEL 500 ML;CX;15.00;55.68;835.20
68/001;04/10/2022;44.990.373/0001-22;GT COMERCIO;11.251.832/0001-05;MUNICIPIO DE SAO LOURENCO DA MATA;PRODUTOS DIVERSOS DAS INDÚSTRIAS QUÍMICAS;38089429 - OUTS.DESINFETANTES,Ñ APRES.VENDA RETALHO;ALCOOL EM GEL 500 ML;CX;4.00;55.68;222.72
67/001;04/10/2022;44.990.373/0001-22;GT COMERCIO;11.251.832/0001-05;MUNICIPIO DE SAO LOURENCO DA MATA;PRODUTOS DIVERSOS DAS INDÚSTRIAS QUÍMICAS;38089429 - OUTS.DESINFETANTES,Ñ APRES.VENDA RETALHO;ALCOOL EM GEL 500 ML;CX;5.00;55.68;278.40
66/001;04/10/2022;44.990.373/0001-22;GT COMERCIO;12.258.093/0001-38;FUNDO MUNICIPAL DE ASSISTENCIA SOCIAL;PRODUTOS DIVERSOS DAS INDÚSTRIAS QUÍMICAS;38089429 - OUTS.DESINFETANTES,Ñ APRES.VENDA RETALHO;ALCOOL EM GEL 500 ML;CX;2.00;55.68;111.36
65/001;04/10/2022;44.990.373/0001-22;GT COMERCIO;12.258.093/0001-38;FUNDO MUNICIPAL DE ASSISTENCIA SOCIAL;PRODUTOS DIVERSOS DAS INDÚSTRIAS QUÍMICAS;38089429 - OUTS.DESINFETANTES,Ñ APRES.VENDA RETALHO;ALCOOL EM GEL 500 ML;CX;6.00;55.68;334.08
64/001;04/10/2022;44.990.373/0001-22;GT COMERCIO;30.586.637/0001-72;SECRETARIA MUNICIPAL DE EDUCACAO;PRODUTOS DIVERSOS DAS INDÚSTRIAS QUÍMICAS;38089429 - OUTS.DESINFETANTES,Ñ APRES.VENDA RETALHO;ALCOOL EM GEL 500 ML;CX;65.00;55.68;3,619.20
49/001;23/09/2022;44.990.373/0001-22;GT COMERCIO;30.586.637/0001-72;SECRETARIA MUNICIPAL DE EDUCACAO;PRODUTOS DIVERSOS DAS INDÚSTRIAS QUÍMICAS;38089429 - OUTS.DESINFETANTES,Ñ APRES.VENDA RETALHO;ALCOOL EM GEL 500 ML;CX;65.00;55.68;3,619.20
47/001;23/09/2022;44.990.373/0001-22;GT COMERCIO;12.258.093/0001-38;FUNDO MUNICIPAL DE ASSISTENCIA SOCIAL;PRODUTOS DIVERSOS DAS INDÚSTRIAS QUÍMICAS;38089429 - OUTS.DESINFETANTES,Ñ APRES.VENDA RETALHO;ALCOOL EM GEL 500 ML;CX;6.00;55.68;334.08
46/001;23/09/2022;44.990.373/0001-22;GT COMERCIO;12.258.093/0001-38;FUNDO MUNICIPAL DE ASSISTENCIA SOCIAL;PRODUTOS DIVERSOS DAS INDÚSTRIAS QUÍMICAS;38089429 - OUTS.DESINFETANTES,Ñ APRES.VENDA RETALHO;ALCOOL EM GEL 500 ML;CX;2.00;55.68;111.36
45/001;23/09/2022;44.990.373/0001-22;GT COMERCIO;11.251.832/0001-05;MUNICIPIO DE SAO LOURENCO DA MATA;PRODUTOS DIVERSOS DAS INDÚSTRIAS QUÍMICAS;38089429 - OUTS.DESINFETANTES,Ñ APRES.VENDA RETALHO;ALCOOL EM GEL 500 ML;CX;5.00;55.68;278.40
44/001;23/09/2022;44.990.373/0001-22;GT COMERCIO;11.251.832/0001-05;MUNICIPIO DE SAO LOURENCO DA MATA;PRODUTOS DIVERSOS DAS INDÚSTRIAS QUÍMICAS;38089429 - OUTS.DESINFETANTES,Ñ APRES.VENDA RETALHO;ALCOOL EM GEL 500 ML;CX;4.00;55.68;222.72
43/001;22/09/2022;44.990.373/0001-22;GT COMERCIO;12.257.765/0001-90;FUNDO MUNICIPAL DE SAUDE;PRODUTOS DIVERSOS DAS INDÚSTRIAS QUÍMICAS;38089429 - OUTS.DESINFETANTES,Ñ APRES.VENDA RETALHO;ALCOOL EM GEL 500 ML;CX;15.00;55.68;835.20
42/001;22/09/2022;44.990.373/0001-22;GT COMERCIO;12.257.765/0001-90;FUNDO MUNICIPAL DE SAUDE;PRODUTOS DIVERSOS DAS INDÚSTRIAS QUÍMICAS;38089429 - OUTS.DESINFETANTES,Ñ APRES.VENDA RETALHO;ALCOOL EM GEL 500 ML;CX;20.00;55.68;1,113.60
2133/001;16/01/2023;34.731.357/0001-61;COSTA & OLIVEIRA HIPERMERCADO VAREJISTA EIRELI;11.097.250/0001-08;MUNICIPIO DE LAGOA DE ITAENGA;PRODUTOS QUÍMICOS ORGÂNICOS;29051100 - METANOL (ÁLCOOL METÍLICO);ALCOOL 70, CX C/ 12 UND;CX;5.00;55.00;275.00
2132/001;16/01/2023;34.731.357/0001-61;COSTA & OLIVEIRA HIPERMERCADO VAREJISTA EIRELI;11.097.250/0001-08;MUNICIPIO DE LAGOA DE ITAENGA;PRODUTOS QUÍMICOS ORGÂNICOS;29051100 - METANOL (ÁLCOOL METÍLICO);ALCOOL 70, CX C/ 12 UND;CX;6.00;55.00;330.00
2130/001;16/01/2023;34.731.357/0001-61;COSTA & OLIVEIRA HIPERMERCADO VAREJISTA EIRELI;11.464.118/0001-97;FUNDO MUNICIPAL DE SAUDE DE LAGOA DO ITAENGA;PRODUTOS QUÍMICOS ORGÂNICOS;29051100 - METANOL (ÁLCOOL METÍLICO);ALCOOL 70, CX C/ 12 UND;CX;6.00;55.00;330.00
2129/001;16/01/2023;34.731.357/0001-61;COSTA & OLIVEIRA HIPERMERCADO VAREJISTA EIRELI;11.464.118/0001-97;FUNDO MUNICIPAL DE SAUDE DE LAGOA DO ITAENGA;PRODUTOS QUÍMICOS ORGÂNICOS;29051100 - METANOL (ÁLCOOL METÍLICO);ALCOOL 70, CX C/ 12 UND;CX;4.00;55.00;220.00
2127/001;16/01/2023;34.731.357/0001-61;COSTA & OLIVEIRA HIPERMERCADO VAREJISTA EIRELI;11.464.118/0001-97;FUNDO MUNICIPAL DE SAUDE DE LAGOA DO ITAENGA;PRODUTOS QUÍMICOS ORGÂNICOS;29051100 - METANOL (ÁLCOOL METÍLICO);ALCOOL 70, CX C/ 12 UND;CX;7.00;55.00;385.00
2093/001;28/12/2022;34.731.357/0001-61;COSTA & OLIVEIRA HIPERMERCADO VAREJISTA EIRELI;15.424.996/0001-30;FUNDO MUNICIPAL DE ASSISTENCIA SOCIAL DE LAGOA DE ITAENGA;PRODUTOS QUÍMICOS ORGÂNICOS;29051100 - METANOL (ÁLCOOL METÍLICO);ALCOOL 70, CX C/ 12 UND;CX;2.00;55.00;110.00
2092/001;28/12/2022;34.731.357/0001-61;COSTA & OLIVEIRA HIPERMERCADO VAREJISTA EIRELI;15.424.996/0001-30;FUNDO MUNICIPAL DE ASSISTENCIA SOCIAL DE LAGOA DE ITAENGA;PRODUTOS QUÍMICOS ORGÂNICOS;29051100 - METANOL (ÁLCOOL METÍLICO);ALCOOL 70, CX C/ 12 UND;CX;6.00;55.00;330.00
2071/001;20/12/2022;34.731.357/0001-61;COSTA & OLIVEIRA HIPERMERCADO VAREJISTA EIRELI;11.097.250/0001-08;MUNICIPIO DE LAGOA DE ITAENGA;PRODUTOS QUÍMICOS ORGÂNICOS;29051100 - METANOL (ÁLCOOL METÍLICO);ALCOOL 70, CX C/ 12 UND;CX;4.00;55.00;220.00
2070/001;20/12/2022;34.731.357/0001-61;COSTA & OLIVEIRA HIPERMERCADO VAREJISTA EIRELI;11.097.250/0001-08;MUNICIPIO DE LAGOA DE ITAENGA;PRODUTOS QUÍMICOS ORGÂNICOS;29051100 - METANOL (ÁLCOOL METÍLICO);ALCOOL 70, CX C/ 12 UND;CX;8.00;55.00;440.00
2069/001;20/12/2022;34.731.357/0001-61;COSTA & OLIVEIRA HIPERMERCADO VAREJISTA EIRELI;11.097.250/0001-08;MUNICIPIO DE LAGOA DE ITAENGA;PRODUTOS QUÍMICOS ORGÂNICOS;29051100 - METANOL (ÁLCOOL METÍLICO);ALCOOL 70, CX C/ 12 UND;CX;4.00;55.00;220.00
2068/001;20/12/2022;34.731.357/0001-61;COSTA & OLIVEIRA HIPERMERCADO VAREJISTA EIRELI;11.464.118/0001-97;FUNDO MUNICIPAL DE SAUDE DE LAGOA DO ITAENGA;PRODUTOS QUÍMICOS ORGÂNICOS;29051100 - METANOL (ÁLCOOL METÍLICO);ALCOOL 70, CX C/ 12 UND;CX;6.00;55.00;330.00
2066/001;20/12/2022;34.731.357/0001-61;COSTA & OLIVEIRA HIPERMERCADO VAREJISTA EIRELI;11.464.118/0001-97;FUNDO MUNICIPAL DE SAUDE DE LAGOA DO ITAENGA;PRODUTOS QUÍMICOS ORGÂNICOS;29051100 - METANOL (ÁLCOOL METÍLICO);ALCOOL 70, CX C/ 12 UND;CX;2.00;55.00;110.00
2065/001;20/12/2022;34.731.357/0001-61;COSTA & OLIVEIRA HIPERMERCADO VAREJISTA EIRELI;11.464.118/0001-97;FUNDO MUNICIPAL DE SAUDE DE LAGOA DO ITAENGA;PRODUTOS QUÍMICOS ORGÂNICOS;29051100 - METANOL (ÁLCOOL METÍLICO);ALCOOL 70, CX C/ 12 UND;CX;5.00;55.00;275.00
2035/001;13/12/2022;34.731.357/0001-61;COSTA & OLIVEIRA HIPERMERCADO VAREJISTA EIRELI;11.097.250/0001-08;MUNICIPIO DE LAGOA DE ITAENGA;PRODUTOS QUÍMICOS ORGÂNICOS;29051100 - METANOL (ÁLCOOL METÍLICO);ALCOOL 70, CX C/ 12 UND;CX;4.00;55.00;220.00
2034/001;13/12/2022;34.731.357/0001-61;COSTA & OLIVEIRA HIPERMERCADO VAREJISTA EIRELI;11.097.250/0001-08;MUNICIPIO DE LAGOA DE ITAENGA;PRODUTOS QUÍMICOS ORGÂNICOS;29051100 - METANOL (ÁLCOOL METÍLICO);ALCOOL 70, CX C/ 12 UND;CX;3.00;55.00;165.00
1993/001;01/12/2022;34.731.357/0001-61;COSTA & OLIVEIRA HIPERMERCADO VAREJISTA EIRELI;11.097.250/0001-08;MUNICIPIO DE LAGOA DE ITAENGA;PRODUTOS QUÍMICOS ORGÂNICOS;29051100 - METANOL (ÁLCOOL METÍLICO);ALCOOL 70, CX C/ 12 UND;CX;4.00;55.00;220.00
1992/001;01/12/2022;34.731.357/0001-61;COSTA & OLIVEIRA HIPERMERCADO VAREJISTA EIRELI;11.097.250/0001-08;MUNICIPIO DE LAGOA DE ITAENGA;PRODUTOS QUÍMICOS ORGÂNICOS;29051100 - METANOL (ÁLCOOL METÍLICO);ALCOOL 70, CX C/ 12 UND;CX;15.00;55.00;825.00
1991/001;01/12/2022;34.731.357/0001-61;COSTA & OLIVEIRA HIPERMERCADO VAREJISTA EIRELI;11.097.250/0001-08;MUNICIPIO DE LAGOA DE ITAENGA;PRODUTOS QUÍMICOS ORGÂNICOS;29051100 - METANOL (ÁLCOOL METÍLICO);ALCOOL 70, CX C/ 12 UND;CX;5.00;55.00;275.00
1990/001;01/12/2022;34.731.357/0001-61;COSTA & OLIVEIRA HIPERMERCADO VAREJISTA EIRELI;11.464.118/0001-97;FUNDO MUNICIPAL DE SAUDE DE LAGOA DO ITAENGA;PRODUTOS QUÍMICOS ORGÂNICOS;29051100 - METANOL (ÁLCOOL METÍLICO);ALCOOL 70, CX C/ 12 UND;CX;5.00;55.00;275.00
1988/001;01/12/2022;34.731.357/0001-61;COSTA & OLIVEIRA HIPERMERCADO VAREJISTA EIRELI;11.464.118/0001-97;FUNDO MUNICIPAL DE SAUDE DE LAGOA DO ITAENGA;PRODUTOS QUÍMICOS ORGÂNICOS;29051100 - METANOL (ÁLCOOL METÍLICO);ALCOOL 70, CX C/ 12 UND;CX;3.00;55.00;165.00
1987/001;01/12/2022;34.731.357/0001-61;COSTA & OLIVEIRA HIPERMERCADO VAREJISTA EIRELI;11.464.118/0001-97;FUNDO MUNICIPAL DE SAUDE DE LAGOA DO ITAENGA;PRODUTOS QUÍMICOS ORGÂNICOS;29051100 - METANOL (ÁLCOOL METÍLICO);ALCOOL 70, CX C/ 12 UND;CX;6.00;55.00;330.00
1972/001;29/11/2022;34.731.357/0001-61;COSTA & OLIVEIRA HIPERMERCADO VAREJISTA EIRELI;15.424.996/0001-30;FUNDO MUNICIPAL DE ASSISTENCIA SOCIAL DE LAGOA DE ITAENGA;PRODUTOS QUÍMICOS ORGÂNICOS;29051100 - METANOL (ÁLCOOL METÍLICO);ALCOOL 70, CX C/ 12 UND;CX;3.00;55.00;165.00
1873/001;09/11/2022;34.731.357/0001-61;COSTA & OLIVEIRA HIPERMERCADO VAREJISTA EIRELI;11.464.118/0001-97;FUNDO MUNICIPAL DE SAUDE DE LAGOA DO ITAENGA;PRODUTOS QUÍMICOS ORGÂNICOS;29051100 - METANOL (ÁLCOOL METÍLICO);ALCOOL 70, CX C/ 12 UND;CX;4.00;55.00;220.00
1872/001;09/11/2022;34.731.357/0001-61;COSTA & OLIVEIRA HIPERMERCADO VAREJISTA EIRELI;11.464.118/0001-97;FUNDO MUNICIPAL DE SAUDE DE LAGOA DO ITAENGA;PRODUTOS QUÍMICOS ORGÂNICOS;29051100 - METANOL (ÁLCOOL METÍLICO);ALCOOL 70, CX C/ 12 UND;CX;1.00;55.00;55.00
1871/001;09/11/2022;34.731.357/0001-61;COSTA & OLIVEIRA HIPERMERCADO VAREJISTA EIRELI;11.464.118/0001-97;FUNDO MUNICIPAL DE SAUDE DE LAGOA DO ITAENGA;PRODUTOS QUÍMICOS ORGÂNICOS;29051100 - METANOL (ÁLCOOL METÍLICO);ALCOOL 70, CX C/ 12 UND;CX;5.00;55.00;275.00
1870/001;09/11/2022;34.731.357/0001-61;COSTA & OLIVEIRA HIPERMERCADO VAREJISTA EIRELI;11.464.118/0001-97;FUNDO MUNICIPAL DE SAUDE DE LAGOA DO ITAENGA;PRODUTOS QUÍMICOS ORGÂNICOS;29051100 - METANOL (ÁLCOOL METÍLICO);ALCOOL 70, CX C/ 12 UND;CX;5.00;55.00;275.00
1855/001;08/11/2022;34.731.357/0001-61;COSTA & OLIVEIRA HIPERMERCADO VAREJISTA EIRELI;11.097.250/0001-08;MUNICIPIO DE LAGOA DE ITAENGA;PRODUTOS QUÍMICOS ORGÂNICOS;29051100 - METANOL (ÁLCOOL METÍLICO);ALCOOL 70, CX C/ 12 UND;CX;5.00;55.00;275.00
1854/001;08/11/2022;34.731.357/0001-61;COSTA & OLIVEIRA HIPERMERCADO VAREJISTA EIRELI;11.464.118/0001-97;FUNDO MUNICIPAL DE SAUDE DE LAGOA DO ITAENGA;PRODUTOS QUÍMICOS ORGÂNICOS;29051100 - METANOL (ÁLCOOL METÍLICO);ALCOOL 70, CX C/ 12 UND;CX;6.00;55.00;330.00
1853/001;08/11/2022;34.731.357/0001-61;COSTA & OLIVEIRA HIPERMERCADO VAREJISTA EIRELI;11.464.118/0001-97;FUNDO MUNICIPAL DE SAUDE DE LAGOA DO ITAENGA;PRODUTOS QUÍMICOS ORGÂNICOS;29051100 - METANOL (ÁLCOOL METÍLICO);ALCOOL 70, CX C/ 12 UND;CX;2.00;55.00;110.00
1852/001;08/11/2022;34.731.357/0001-61;COSTA & OLIVEIRA HIPERMERCADO VAREJISTA EIRELI;11.464.118/0001-97;FUNDO MUNICIPAL DE SAUDE DE LAGOA DO ITAENGA;PRODUTOS QUÍMICOS ORGÂNICOS;29051100 - METANOL (ÁLCOOL METÍLICO);ALCOOL 70, CX C/ 12 UND;CX;4.00;55.00;220.00
1851/001;08/11/2022;34.731.357/0001-61;COSTA & OLIVEIRA HIPERMERCADO VAREJISTA EIRELI;11.097.250/0001-08;MUNICIPIO DE LAGOA DE ITAENGA;PRODUTOS QUÍMICOS ORGÂNICOS;29051100 - METANOL (ÁLCOOL METÍLICO);ALCOOL 70, CX C/ 12 UND;CX;12.00;55.00;660.00
1850/001;08/11/2022;34.731.357/0001-61;COSTA & OLIVEIRA HIPERMERCADO VAREJISTA EIRELI;11.097.250/0001-08;MUNICIPIO DE LAGOA DE ITAENGA;PRODUTOS QUÍMICOS ORGÂNICOS;29051100 - METANOL (ÁLCOOL METÍLICO);ALCOOL 70, CX C/ 12 UND;CX;4.00;55.00;220.00
1849/001;08/11/2022;34.731.357/0001-61;COSTA & OLIVEIRA HIPERMERCADO VAREJISTA EIRELI;11.464.118/0001-97;FUNDO MUNICIPAL DE SAUDE DE LAGOA DO ITAENGA;PRODUTOS QUÍMICOS ORGÂNICOS;29051100 - METANOL (ÁLCOOL METÍLICO);ALCOOL 70, CX C/ 12 UND;CX;6.00;55.00;330.00
1792/001;26/10/2022;34.731.357/0001-61;COSTA & OLIVEIRA HIPERMERCADO VAREJISTA EIRELI;15.424.996/0001-30;FUNDO MUNICIPAL DE ASSISTENCIA SOCIAL DE LAGOA DE ITAENGA;PRODUTOS QUÍMICOS ORGÂNICOS;29051100 - METANOL (ÁLCOOL METÍLICO);ALCOOL 70, CX C/ 12 UND;CX;1.00;55.00;55.00
1790/001;26/10/2022;34.731.357/0001-61;COSTA & OLIVEIRA HIPERMERCADO VAREJISTA EIRELI;15.424.996/0001-30;FUNDO MUNICIPAL DE ASSISTENCIA SOCIAL DE LAGOA DE ITAENGA;PRODUTOS QUÍMICOS ORGÂNICOS;29051100 - METANOL (ÁLCOOL METÍLICO);ALCOOL 70, CX C/ 12 UND;CX;1.00;55.00;55.00
1789/001;26/10/2022;34.731.357/0001-61;COSTA & OLIVEIRA HIPERMERCADO VAREJISTA EIRELI;35.167.099/0001-03;FUNDO MUNICIPAL DOS DIREITOS DO IDOSO DE LAGOA DE ITAENGA;PRODUTOS QUÍMICOS ORGÂNICOS;29051100 - METANOL (ÁLCOOL METÍLICO);ALCOOL 70, CX C/ 12 UND;CX;2.00;55.00;110.00
1788/001;26/10/2022;34.731.357/0001-61;COSTA & OLIVEIRA HIPERMERCADO VAREJISTA EIRELI;15.424.996/0001-30;FUNDO MUNICIPAL DE ASSISTENCIA SOCIAL DE LAGOA DE ITAENGA;PRODUTOS QUÍMICOS ORGÂNICOS;29051100 - METANOL (ÁLCOOL METÍLICO);ALCOOL 70, CX C/ 12 UND;CX;1.00;55.00;55.00
1687/001;05/10/2022;34.731.357/0001-61;COSTA & OLIVEIRA HIPERMERCADO VAREJISTA EIRELI;11.464.118/0001-97;FUNDO MUNICIPAL DE SAUDE DE LAGOA DO ITAENGA;PRODUTOS QUÍMICOS ORGÂNICOS;29051100 - METANOL (ÁLCOOL METÍLICO);ALCOOL 70, CX C/ 12 UND;CX;4.00;55.00;220.00
1686/001;05/10/2022;34.731.357/0001-61;COSTA & OLIVEIRA HIPERMERCADO VAREJISTA EIRELI;11.464.118/0001-97;FUNDO MUNICIPAL DE SAUDE DE LAGOA DO ITAENGA;PRODUTOS QUÍMICOS ORGÂNICOS;29051100 - METANOL (ÁLCOOL METÍLICO);ALCOOL 70, CX C/ 12 UND;CX;6.00;55.00;330.00
1681/001;05/10/2022;34.731.357/0001-61;COSTA & OLIVEIRA HIPERMERCADO VAREJISTA EIRELI;11.097.250/0001-08;MUNICIPIO DE LAGOA DE ITAENGA;PRODUTOS QUÍMICOS ORGÂNICOS;29051100 - METANOL (ÁLCOOL METÍLICO);ALCOOL 70, CX C/ 12 UND;CX;3.00;55.00;165.00
1680/001;05/10/2022;34.731.357/0001-61;COSTA & OLIVEIRA HIPERMERCADO VAREJISTA EIRELI;11.097.250/0001-08;MUNICIPIO DE LAGOA DE ITAENGA;PRODUTOS QUÍMICOS ORGÂNICOS;29051100 - METANOL (ÁLCOOL METÍLICO);ALCOOL 70, CX C/ 12 UND;CX;6.00;55.00;330.00
1679/001;05/10/2022;34.731.357/0001-61;COSTA & OLIVEIRA HIPERMERCADO VAREJISTA EIRELI;11.464.118/0001-97;FUNDO MUNICIPAL DE SAUDE DE LAGOA DO ITAENGA;PRODUTOS QUÍMICOS ORGÂNICOS;29051100 - METANOL (ÁLCOOL METÍLICO);ALCOOL 70, CX C/ 12 UND;CX;6.00;55.00;330.00
1678/001;05/10/2022;34.731.357/0001-61;COSTA & OLIVEIRA HIPERMERCADO VAREJISTA EIRELI;11.097.250/0001-08;MUNICIPIO DE LAGOA DE ITAENGA;PRODUTOS QUÍMICOS ORGÂNICOS;29051100 - METANOL (ÁLCOOL METÍLICO);ALCOOL 70, CX C/ 12 UND;CX;25.00;55.00;1,375.00
1677/001;05/10/2022;34.731.357/0001-61;COSTA & OLIVEIRA HIPERMERCADO VAREJISTA EIRELI;11.464.118/0001-97;FUNDO MUNICIPAL DE SAUDE DE LAGOA DO ITAENGA;PRODUTOS QUÍMICOS ORGÂNICOS;29051100 - METANOL (ÁLCOOL METÍLICO);ALCOOL 70, CX C/ 12 UND;CX;2.00;55.00;110.00
1510/001;08/09/2022;34.731.357/0001-61;COSTA & OLIVEIRA HIPERMERCADO VAREJISTA EIRELI;11.464.118/0001-97;FUNDO MUNICIPAL DE SAUDE DE LAGOA DO ITAENGA;PRODUTOS QUÍMICOS ORGÂNICOS;29051100 - METANOL (ÁLCOOL METÍLICO);ALCOOL 70, CX C/ 12 UND;CX;3.00;55.00;165.00
1509/001;08/09/2022;34.731.357/0001-61;COSTA & OLIVEIRA HIPERMERCADO VAREJISTA EIRELI;11.464.118/0001-97;FUNDO MUNICIPAL DE SAUDE DE LAGOA DO ITAENGA;PRODUTOS QUÍMICOS ORGÂNICOS;29051100 - METANOL (ÁLCOOL METÍLICO);ALCOOL 70, CX C/ 12 UND;CX;4.00;55.00;220.00
1508/001;08/09/2022;34.731.357/0001-61;COSTA & OLIVEIRA HIPERMERCADO VAREJISTA EIRELI;11.464.118/0001-97;FUNDO MUNICIPAL DE SAUDE DE LAGOA DO ITAENGA;PRODUTOS QUÍMICOS ORGÂNICOS;29051100 - METANOL (ÁLCOOL METÍLICO);ALCOOL 70, CX C/ 12 UND;CX;4.00;55.00;220.00
1507/001;08/09/2022;34.731.357/0001-61;COSTA & OLIVEIRA HIPERMERCADO VAREJISTA EIRELI;11.464.118/0001-97;FUNDO MUNICIPAL DE SAUDE DE LAGOA DO ITAENGA;PRODUTOS QUÍMICOS ORGÂNICOS;29051100 - METANOL (ÁLCOOL METÍLICO);ALCOOL 70, CX C/ 12 UND;CX;1.00;55.00;55.00
1505/001;08/09/2022;34.731.357/0001-61;COSTA & OLIVEIRA HIPERMERCADO VAREJISTA EIRELI;11.097.250/0001-08;MUNICIPIO DE LAGOA DE ITAENGA;PRODUTOS QUÍMICOS ORGÂNICOS;29051100 - METANOL (ÁLCOOL METÍLICO);ALCOOL 70, CX C/ 12 UND;CX;4.00;55.00;220.00
1504/001;08/09/2022;34.731.357/0001-61;COSTA & OLIVEIRA HIPERMERCADO VAREJISTA EIRELI;11.097.250/0001-08;MUNICIPIO DE LAGOA DE ITAENGA;PRODUTOS QUÍMICOS ORGÂNICOS;29051100 - METANOL (ÁLCOOL METÍLICO);ALCOOL 70, CX C/ 12 UND;CX;5.00;55.00;275.00
1503/001;08/09/2022;34.731.357/0001-61;COSTA & OLIVEIRA HIPERMERCADO VAREJISTA EIRELI;11.097.250/0001-08;MUNICIPIO DE LAGOA DE ITAENGA;PRODUTOS QUÍMICOS ORGÂNICOS;29051100 - METANOL (ÁLCOOL METÍLICO);ALCOOL 70, CX C/ 12 UND;CX;20.00;55.00;1,100.00
13463/001;24/08/2022;40.876.269/0001-50;DISTRIBUIDORA DE PRODUTOS AGRESTE MERIDIONAL LTDA;09.159.378/0001-07;FUNDO MUNICIPAL DE SAUDE DO BREJO DA MADRE DE DEUS;PRODUTOS QUÍMICOS ORGÂNICOS;29051100 - METANOL (ÁLCOOL METÍLICO);ALCOOL ETILICO 70%;UN;56.00;55.00;3,080.00
13462/001;24/08/2022;40.876.269/0001-50;DISTRIBUIDORA DE PRODUTOS AGRESTE MERIDIONAL LTDA;09.159.378/0001-07;FUNDO MUNICIPAL DE SAUDE DO BREJO DA MADRE DE DEUS;PRODUTOS QUÍMICOS ORGÂNICOS;29051100 - METANOL (ÁLCOOL METÍLICO);ALCOOL ETILICO 70%;UN;100.00;55.00;5,500.00
